IDENT;NOPOSTE;SEXE;AGE;DIPLOME;STATUT;CONTRAT;TEMPS;HEURES;MOTIF_ABS;SALAIRE_NET;PRIME;ANCIENNETE;SECTEUR;REGION
07785838;1;2;29;4;1;1;1;22;;970,50;835,49;1;FZ;44
07787451;1;1;26;5;2;1;2;21;;2 441,24;945,60;9;BE;28
07789426;1;1;63;2;1;1;1;34;;999 999,00;;2;GZ;75
07797398;1;2;51;3;1;2;1;26;;1 757,92;;6;HZ;84
07800850;1;2;59;5;1;3;1;40;;1 907,82;629,35;2;MN;84
07801075;1;1;35;3;2;1;1;35;;999 999,00;;13;GZ;32
07803265;1;1;28;1;1;1;9;17;;1 322,38;3 725,43;7;OQ;84
07804129;1;2;34;4;1;9;2;17;1;2 190,66;;4;OQ;44
07804129;2;2;34;4;1;1;2;10;;1 388,81;;16;OQ;53
07804968;1;2;31;3;2;1;2;19;;1 496,25;1 619,99;1;AZ;11
07805083;1;2;61;5;1;1;9;35;;4 261,92;;3;FZ;44
07805083;2;2;61;5;1;1;2;18;;1 435,24;1 250,99;11;OQ;32
07805720;1;2;39;5;1;1;1;45;;2 258,35;;2;FZ;24
07806605;1;2;41;3;1;1;1;36;;1 535,88;;6;BE;11
07806671;1;2;45;1;3;8;1;56;4;0,00;;-1;JZ;32
07807731;1;1;43;1;3;8;1;58;;0,00;;-1;OQ;27
07808578;1;1;39;1;1;1;1;28;;2 533,19;285,68;10;GZ;76
07809173;1;1;61;1;1;1;9;36;;1 273,93;;12;GZ;76
07810527;1;2;58;1;1;1;1;34;4;2 658,38;;4;GZ;32
07813395;1;2;48;3;1;2;1;35;;3 065,12;;8;MN;32
07813879;1;2;32;7;1;1;9;37;;1 820,47;;0;MN;52
07815653;1;1;33;6;1;1;1;48;;8 911,03;;1;OQ;24
07816074;1;1;58;2;2;2;1;39;;2 676,91;;1;BE;76
07816213;1;2;45;2;1;2;2;26;;1 871,35;;10;BE;11
07816719;1;2;48;1;2;2;1;43;;2 938,72;837,97;7;MN;75
07817376;1;2;62;5;1;1;1;39;;1 855,46;300,33;7;BE;75
07817785;1;2;51;6;2;1;1;37;;4 147,11;;5;MN;93
07818648;1;1;50;4;3;8;1;55;;0,00;;-1;FZ;84
07821225;1;2;27;5;2;1;1;39;1;2 182,02;;2;JZ;11
07822001;1;2;54;9;1;1;2;29;;1 192,86;;21;GZ;76
07822214;1;1;38;4;1;1;1;43;;2 316,25;;1;GZ;84
07822277;1;2;21;1;1;1;2;11;;588,40;666,36;1;JZ;52
07822277;2;2;21;1;1;1;1;46;;2 008,46;474,95;5;GZ;11
07822354;1;2;70;1;1;1;1;33;;3 035,64;1 143,59;0;BE;76
07824798;1;2;31;3;1;1;9;45;;2 869,74;;5;AZ;52
07824798;2;2;31;3;1;1;1;46;;999 999,00;3 332,78;13;HZ;32
07825250;1;2;74;4;1;1;1;28;;2 175,74;;10;RU;28
07825971;1;1;20;5;2;3;1;49;;1 804,43;;4;GZ;84
07826407;1;1;45;9;1;1;1;29;;5 391,41;;11;MN;24
07827375;1;2;63;3;1;2;1;35;;1 808,08;;12;HZ;44
07830895;1;1;51;7;1;2;1;99;2;5 021,04;999 999,00;1;MN;24
07833434;1;1;45;6;1;1;2;23;;1 397,90;1 038,04;5;BE;53
07833742;1;2;44;4;1;1;1;99;;1 800,57;;6;MN;75
07833811;1;1;26;7;1;1;1;39;;2 323,33;;10;OQ;44
07833871;1;1;30;4;2;1;1;27;4;999 999,00;;14;OQ;84
07834483;1;2;27;4;1;1;2;8;;1 683,14;;11;OQ;11
07835594;1;2;59;4;1;1;1;49;;999 999,00;3 876,45;0;GZ;52
07839078;1;1;20;3;1;1;1;49;;3 162,34;999 999,00;3;MN;75
07839699;1;1;32;7;1;1;1;39;;999 999,00;1 708,99;6;MN;32
07841595;1;2;34;1;1;1;9;35;;999 999,00;;6;OQ;28
07841770;1;2;38;3;2;1;1;26;;4 707,97;999 999,00;16;GZ;11
07842229;1;1;46;3;1;1;1;47;;1 431,60;812,33;6;OQ;24
07843037;1;1;46;1;1;3;1;38;2;1 386,88;393,64;1;OQ;24
07843117;1;2;33;1;1;1;9;40;;2 030,73;1 024,40;1;FZ;93
07844148;1;1;28;1;1;1;1;37;;1 684,22;;4;OQ;75
07844612;1;2;25;7;1;1;1;40;;2 050,16;;7;RU;28
07847246;1;2;45;5;1;1;1;32;;5 248,39;943,41;7;GZ;44
07848806;1;1;31;1;1;1;1;44;;1 786,35;644,27;7;JZ;93
07849897;1;2;37;4;1;1;2;8;;1 165,34;;8;RU;32
07851147;1;2;40;5;1;2;2;23;;3 205,12;202,72;2;FZ;32
07851229;1;2;54;6;1;1;2;28;;1 368,96;;2;FZ;76
07851691;1;2;36;3;1;1;1;37;;3 400,74;;16;GZ;75
07854228;1;2;41;4;2;1;2;9;;1 249,62;;5;AZ;24
07854370;1;1;57;2;3;8;1;60;1;0,00;;-1;GZ;53
07855113;1;2;64;6;2;1;1;36;;2 542,63;;3;MN;11
07855708;1;2;46;6;1;2;1;36;1;3 414,86;;0;BE;11
07856877;1;1;29;6;1;2;1;42;;2 115,99;999 999,00;7;JZ;32
07858098;1;1;25;5;3;8;1;52;;0,00;;-1;OQ;93
07858175;1;2;25;1;1;1;1;34;;1 619,29;;6;BE;84
07862509;1;2;53;3;1;2;1;38;;2 948,01;;2;RU;84
07863487;1;1;25;6;3;8;1;60;;0,00;;-1;BE;28
07863487;2;1;25;6;3;8;1;37;9;0,00;;-1;BE;32
07864304;1;2;35;3;1;1;2;9;;1 677,27;165,55;11;RU;28
07866673;1;1;55;4;2;1;1;41;2;3 083,33;999 999,00;7;MN;52
07867723;1;1;61;5;1;9;9;49;;2 296,19;999 999,00;3;GZ;84
07867886;1;1;30;1;2;9;9;45;;2 655,25;1 813,34;2;OQ;93
07868440;1;2;22;7;1;2;1;38;;2 122,44;;4;GZ;84
07869089;1;2;57;1;1;1;1;29;;1 847,60;;5;FZ;32
07871975;1;2;52;6;2;1;2;15;;2 368,47;;10;MN;84
07873592;1;1;34;1;1;1;1;41;2;1 291,59;;8;BE;28
07874591;1;2;37;3;1;1;2;16;;1 059,60;;2;MN;27
07874591;2;2;37;3;1;1;2;18;;804,68;2 090,20;1;GZ;84
07877711;1;2;28;7;1;3;1;32;;1 875,89;1 564,32;4;JZ;75
07877810;1;2;45;1;1;1;9;27;;2 220,38;743,56;1;FZ;84
07878033;1;1;33;6;1;1;1;35;;4 649,07;998,14;4;RU;84
07878682;1;2;49;5;2;1;1;23;;3 995,42;229,90;1;OQ;84
07879854;1;2;37;4;1;1;1;34;;2 767,24;;0;MN;24
07880019;1;2;33;3;1;1;2;17;;451,46;;9;RU;75
07882600;1;1;53;4;3;8;1;55;;0,00;;-1;RU;76
07882600;2;1;53;4;3;8;2;32;2;0,00;;-1;BE;75
07883154;1;1;20;5;1;1;1;41;;3 197,33;2 276,45;3;BE;93
07884107;1;1;32;7;1;1;1;40;;4 823,52;1 276,37;12;OQ;27
07884920;1;1;26;4;2;1;1;45;;2 461,11;;1;OQ;11
07885009;1;1;45;3;2;2;1;39;;3 274,14;2 359,29;12;BE;32
07885111;1;2;25;3;1;1;1;37;;2 259,64;784,58;7;HZ;53
07891529;1;1;52;6;2;1;1;36;2;999 999,00;;4;OQ;76
07893081;1;2;28;7;1;9;1;47;;3 147,40;;12;BE;32
07894370;1;2;36;4;1;1;1;26;;3 246,00;812,41;0;OQ;11
07896463;1;2;38;5;1;1;1;39;;999 999,00;;1;MN;32
07899333;1;1;46;5;2;1;1;36;;9 713,73;4 507,69;1;OQ;53
07899661;1;2;40;5;1;1;2;18;;1 656,32;587,06;4;FZ;76
07900144;1;1;59;5;1;1;1;48;;3 032,66;;8;MN;84
07900494;1;2;59;5;3;8;1;56;;0,00;;-1;MN;76
07902618;1;2;60;7;1;1;1;44;;2 285,33;1 953,62;0;MN;84
07903220;1;1;41;7;1;1;1;27;;4 473,71;;1;BE;53
07904831;1;1;63;9;2;1;1;41;;999 999,00;;6;GZ;76
07904978;1;1;42;7;1;1;1;40;;2 172,81;455,25;2;GZ;75
07909451;1;1;36;5;1;1;1;37;;3 741,64;999 999,00;1;BE;93
07909996;1;1;38;1;1;1;2;14;;829,90;4 213,94;4;MN;93
07910508;1;1;71;4;2;1;1;41;;2 697,93;;2;AZ;76
07911442;1;1;56;3;1;1;1;36;;4 897,04;999 999,00;24;RU;75
07911446;1;2;64;4;1;1;2;25;;2 387,20;;3;MN;52
07911592;1;1;34;1;3;8;1;50;;0,00;;-1;BE;75
07911958;1;1;20;4;2;1;2;16;;2 665,41;697,28;0;GZ;76
07912510;1;2;49;3;1;1;2;22;;1 599,77;999 999,00;8;OQ;32
07912966;1;1;57;7;1;1;1;49;;3 685,63;;2;GZ;53
07913355;1;1;21;3;1;1;1;27;;1 931,26;999 999,00;5;GZ;32
07913786;1;1;64;6;2;1;1;39;;3 073,31;1 353,83;4;RU;76
07915427;1;1;47;3;1;1;1;34;;1 982,25;611,13;15;BE;75
07916310;1;1;30;4;1;1;1;99;;1 500,18;1 829,49;1;OQ;11
07918361;1;2;70;5;1;2;2;23;;1 696,34;;2;GZ;32
07919111;1;1;36;1;3;8;1;59;;0,00;;-1;MN;84
07919635;1;2;56;9;1;3;1;40;1;1 493,72;;4;AZ;52
07920387;1;1;30;6;2;1;1;42;;3 206,94;;4;GZ;52
07924647;1;1;38;7;1;1;1;41;;2 822,12;;5;GZ;44
07924994;1;2;53;4;1;1;2;13;;2 171,44;2 409,11;3;GZ;75
07925319;1;1;47;3;1;1;1;41;;3 673,81;;1;OQ;32
07926858;1;1;46;4;1;1;9;28;;999 999,00;745,28;3;MN;84
07926899;1;1;26;1;2;1;1;47;;1 841,28;999 999,00;5;JZ;11
07927548;1;1;39;3;2;2;1;41;;1 997,30;211,57;1;OQ;11
07928178;1;2;36;9;1;1;2;19;;1 026,04;;5;OQ;76
07929167;1;1;58;7;1;1;1;43;;2 308,07;2 137,70;8;MN;75
07933880;1;1;55;5;2;1;1;27;;3 673,09;825,66;6;OQ;52
07934194;1;2;41;7;2;2;2;12;;1 433,53;1 276,53;7;GZ;44
07934589;1;1;38;4;1;1;1;36;;3 093,94;;0;RU;44
07934949;1;1;42;1;1;2;1;31;;1 576,46;463,35;4;OQ;93
07936759;1;2;36;4;3;8;1;59;;0,00;;-1;OQ;93
07936922;1;1;48;1;1;1;1;48;;1 659,86;;15;GZ;93
07940154;1;2;35;3;3;8;1;60;;0,00;;-1;BE;84
07940231;1;1;30;9;1;1;1;42;;2 980,91;;8;GZ;84
07943646;1;2;22;7;1;1;1;35;;1 994,01;;6;BE;84
07944325;1;2;57;7;1;1;2;19;;2 304,32;;1;AZ;28
07944837;1;2;62;1;1;1;9;43;1;2 799,64;;6;GZ;93
07951189;1;2;62;3;1;1;1;37;;2 482,57;;5;MN;93
07951648;1;1;56;1;2;1;1;36;;2 217,86;354,19;1;MN;28
07951913;1;1;59;3;1;1;1;99;;3 320,96;;0;RU;11
07952427;1;1;53;4;3;8;1;53;;0,00;;-1;GZ;75
07953677;1;1;29;2;2;2;1;48;;1 702,51;3 139,21;4;OQ;32
07954756;1;2;29;6;1;1;1;39;;3 153,05;511,32;2;GZ;27
07954806;1;2;35;7;1;1;2;28;;1 719,15;567,59;2;HZ;11
07955651;1;1;56;4;3;8;1;58;;0,00;;-1;GZ;93
07955832;1;1;59;6;1;1;1;40;;1 495,87;;4;BE;11
07957272;1;1;64;4;1;1;1;42;;999 999,00;675,51;1;RU;11
07957688;1;1;59;2;1;3;1;43;;3 160,08;;5;OQ;84
07957767;1;1;35;5;1;1;1;30;;2 592,25;2 263,82;16;GZ;32
07958744;1;2;57;6;2;1;1;38;;4 929,61;;41;OQ;53
07958744;2;2;57;6;2;1;1;25;;2 862,05;630,10;3;GZ;84
07958804;1;1;30;4;2;1;1;37;;1 277,57;583,72;2;BE;75
07959115;1;2;46;4;2;1;2;99;1;999 999,00;;16;OQ;52
07960592;1;2;50;4;3;8;1;55;1;0,00;;-1;GZ;44
07961671;1;1;54;6;1;3;1;51;;3 848,96;203,57;6;JZ;93
07962385;1;2;44;7;2;1;1;32;;2 229,55;;2;GZ;11
07966546;1;1;45;3;2;1;1;45;;2 492,04;;5;OQ;53
07966619;1;2;62;4;1;1;1;36;;5 052,16;2 521,83;2;GZ;11
07967505;1;1;26;4;2;2;1;99;;3 806,14;999 999,00;2;OQ;84
07968865;1;2;43;5;1;1;2;25;;1 513,38;713,75;0;AZ;93
07969342;1;2;72;5;1;2;1;51;;3 487,51;1 591,26;1;RU;76
07969642;1;1;64;7;1;1;1;45;1;999 999,00;;7;MN;52
07969747;1;2;33;7;2;1;1;35;;1 931,44;1 726,76;5;JZ;11
07970046;1;1;27;1;1;1;1;45;;2 571,77;;0;FZ;32
07971354;1;1;22;5;1;1;1;41;;3 209,90;;6;HZ;28
07971575;1;1;40;3;1;1;1;41;;2 882,44;;14;GZ;84
07972533;1;1;32;1;2;1;1;36;;2 049,44;;7;GZ;24
07972533;2;1;32;1;2;1;2;30;;1 448,30;;16;MN;32
07974317;1;1;59;5;2;1;1;42;99;2 068,80;1 021,25;19;HZ;53
07974915;1;1;35;3;2;1;1;37;;2 450,29;;5;OQ;52
07976347;1;1;41;3;1;2;1;43;;2 499,34;;9;BE;11
07979417;1;1;27;3;2;1;2;19;;685,74;;2;GZ;32
07979566;1;2;57;1;1;1;1;42;1;3 807,15;1 296,91;3;BE;75
07980142;1;2;56;4;1;1;2;20;;1 093,84;4 707,01;7;OQ;32
07980144;1;1;47;1;1;1;1;46;;3 163,70;;8;MN;84
07981114;1;2;32;3;1;1;1;32;;1 029,11;2 076,71;2;FZ;28
07981674;1;1;26;1;1;3;2;27;;755,20;999 999,00;3;GZ;52
07984717;1;1;27;4;1;1;2;19;;860,59;;11;BE;44
07985723;1;2;23;6;2;1;1;47;;2 834,83;;3;RU;24
07986281;1;1;52;4;2;1;1;26;4;2 133,22;;1;OQ;28
07986291;1;1;47;3;2;2;1;31;;1 722,99;497,37;24;GZ;44
07986360;1;1;25;4;2;1;1;60;2;1 704,77;;9;BE;76
07987611;1;2;49;3;1;1;2;28;;1 523,44;;1;BE;76
07988187;1;1;25;7;2;1;1;41;;5 048,65;;5;OQ;76
07988564;1;1;32;1;1;2;1;32;;2 133,53;819,02;5;MN;28
07990191;1;1;33;7;1;1;1;99;5;5 471,22;;5;GZ;11
07992693;1;2;28;1;3;8;1;60;2;0,00;;-1;AZ;53
07993411;1;2;28;1;1;2;2;26;;1 026,60;;12;HZ;76
07994392;1;1;62;6;2;9;2;20;;2 073,04;976,70;3;BE;28
07995555;1;2;19;3;2;9;1;15;;2 538,53;;1;MN;44
07996297;1;1;50;3;1;1;1;99;;3 604,82;381,09;4;MN;53
07997140;1;2;21;7;1;1;2;26;;1 395,54;2 802,17;5;JZ;32
07998228;1;1;57;4;1;2;1;40;;2 201,11;;0;BE;93
08000192;1;1;60;6;1;1;1;37;;3 896,87;;12;RU;93
08000338;1;2;63;6;1;1;2;23;;2 227,90;654,43;9;GZ;93
08003854;1;1;50;3;1;1;1;28;;1 964,91;;2;FZ;84
08004570;1;1;23;3;1;1;1;41;1;1 599,47;;0;MN;53
08006848;1;2;33;5;1;1;1;34;;1 327,84;;3;FZ;44
08006971;1;1;58;1;1;1;1;37;1;999 999,00;;1;OQ;11
08007260;1;2;24;5;1;9;9;19;;750,51;;8;OQ;44
08007268;1;1;40;3;1;1;2;28;;1 348,94;;8;OQ;11
08008534;1;2;32;6;1;1;1;32;;2 317,38;;10;FZ;11
08008854;1;2;40;7;1;2;2;15;;2 695,86;;4;BE;32
08009702;1;2;27;3;1;1;9;30;;835,51;;2;BE;84
08010835;1;1;28;7;1;1;1;46;;3 688,98;;9;JZ;93
08011882;1;1;25;5;1;1;1;38;;1 961,24;;4;OQ;84
08011955;1;1;28;3;2;1;1;32;;999 999,00;2 833,51;1;OQ;28
08011955;2;1;28;3;2;1;2;13;;963,83;1 271,74;12;GZ;32
08012608;1;2;28;5;1;1;2;9;;1 492,32;1 639,74;10;MN;52
08012756;1;1;29;7;1;1;1;49;;1 803,27;;1;OQ;75
08013812;1;2;54;7;1;1;1;38;;3 280,47;1 100,46;1;MN;44
08014266;1;2;32;3;1;1;2;23;;1 060,67;;3;OQ;27
08014313;1;1;54;3;1;2;1;37;;5 580,31;1 950,80;18;GZ;44
08015048;1;2;46;3;1;1;1;56;;999 999,00;620,56;1;BE;11
08018640;1;1;24;3;1;1;1;26;;1 605,76;;8;GZ;52
08019568;1;1;42;3;1;1;1;39;;3 569,68;723,69;3;OQ;11
08020157;1;1;55;3;3;8;1;51;;0,00;;-1;AZ;93
08021873;1;2;37;2;1;1;2;12;;1 783,99;1 511,46;0;AZ;84
08026026;1;2;40;5;1;1;1;42;;4 241,82;;7;BE;24
08026292;1;2;38;2;1;1;1;31;;2 092,84;;12;HZ;11
08029903;1;1;51;3;1;1;1;50;;2 570,05;999 999,00;4;OQ;76
08031052;1;1;45;7;2;1;1;29;;4 321,99;999,75;0;FZ;84
08032650;1;2;38;3;1;1;1;31;;1 966,76;999 999,00;4;GZ;53
08033374;1;1;51;3;1;1;1;50;5;1 397,80;251,93;3;GZ;27
08034079;1;1;42;9;1;2;1;41;;1 969,90;1 870,73;0;MN;24
08034627;1;2;37;1;2;1;1;48;;2 791,68;;19;OQ;93
08036280;1;2;57;4;1;1;1;34;;4 163,83;;0;OQ;11
08036360;1;2;22;5;3;8;1;54;;0,00;;-1;FZ;11
08039532;1;2;35;4;1;1;1;42;;2 848,18;1 294,91;5;OQ;11
08041724;1;1;55;5;1;2;1;37;;3 142,83;805,52;14;MN;11
08041778;1;2;23;7;3;8;2;32;;0,00;;-1;OQ;52
08042507;1;2;28;3;3;8;1;60;;0,00;;-1;OQ;32
08043288;1;1;34;3;1;1;1;44;;2 435,69;;9;OQ;84
08043934;1;1;24;1;1;2;2;12;;472,78;;1;BE;27
08043985;1;2;32;4;3;8;1;60;;0,00;;-1;BE;32
08044126;1;2;46;1;3;8;1;50;;0,00;;-1;BE;11
08044591;1;2;22;1;1;1;1;35;1;2 152,20;;3;OQ;11
08044692;1;1;58;9;2;9;1;35;;1 979,77;1 566,44;2;MN;76
08045246;1;2;45;3;1;1;1;39;;1 235,11;;2;OQ;75
08045357;1;1;59;3;2;1;1;43;;2 752,71;402,77;18;MN;27
08046536;1;2;49;6;1;1;1;41;;999 999,00;2 151,30;1;GZ;11
08048546;1;1;38;6;1;1;1;33;;3 083,33;;4;RU;75
08051445;1;1;56;7;1;1;2;15;;2 007,35;;0;GZ;28
08052399;1;1;59;6;1;1;1;39;;3 026,80;817,37;1;MN;27
08053792;1;1;45;7;1;1;1;32;;3 386,91;999 999,00;13;OQ;53
08054950;1;2;33;3;2;1;2;22;;1 040,49;;0;AZ;52
08058300;1;2;53;7;2;1;1;56;;3 574,61;1 117,96;9;MN;84
08059408;1;2;57;7;2;1;1;34;;5 969,72;1 047,84;1;OQ;84
08059603;1;2;28;7;2;1;2;12;;999 999,00;;5;MN;76
08059738;1;1;25;7;1;1;9;39;1;999 999,00;1 271,62;0;BE;76
08059738;2;1;25;7;1;1;2;11;;2 469,46;808,72;5;AZ;11
08059766;1;2;43;6;1;1;1;40;;1 655,11;;7;MN;44
08060252;1;1;24;3;2;1;1;34;;2 529,86;763,91;2;MN;28
08060341;1;2;29;4;1;1;2;17;2;1 400,76;;0;FZ;32
08060641;1;2;35;1;1;1;1;23;;1 804,11;;10;BE;11
08060801;1;1;30;4;2;2;1;40;;2 982,65;;14;JZ;27
08060801;2;1;30;4;2;1;1;34;1;999 999,00;1 771,09;4;OQ;76
08061644;1;1;34;2;3;8;1;30;1;0,00;;-1;HZ;52
08061992;1;1;33;3;1;2;1;33;;1 617,83;1 651,47;4;RU;93
08062754;1;1;44;4;2;1;1;40;;3 973,03;;0;BE;44
08069598;1;1;20;1;2;1;2;9;;1 199,34;;0;HZ;76
08070395;1;1;26;3;1;1;1;30;;1 705,93;564,98;6;BE;27
08070817;1;1;46;3;1;1;1;36;;2 334,05;;7;GZ;75
08072054;1;1;48;3;1;1;1;37;9;1 693,92;483,26;3;BE;53
08072996;1;1;39;3;2;1;1;35;;2 599,63;999 999,00;4;GZ;76
08073063;1;1;59;4;1;1;2;19;;1 220,67;;4;GZ;24
08073796;1;2;50;4;1;1;1;39;;4 870,65;1 794,78;5;MN;11
08073796;2;2;50;4;1;1;2;10;;1 795,17;765,64;15;GZ;11
08075612;1;1;43;1;1;1;1;40;;1 339,07;362,18;1;OQ;44
08081044;1;2;29;4;1;1;1;99;2;2 656,87;;1;OQ;53
08083959;1;1;37;2;2;2;1;46;;1 813,28;;4;MN;52
08088786;1;2;38;7;1;1;1;30;;3 019,11;999 999,00;7;GZ;76
08089887;1;2;20;3;1;2;1;36;;2 188,74;259,33;4;BE;84
08090133;1;1;47;3;1;1;1;37;;2 246,70;;4;BE;11
08093051;1;2;50;6;1;1;1;45;;4 593,73;999 999,00;4;MN;76
08093597;1;2;21;5;1;1;1;36;;2 083,51;;3;OQ;76
08094028;1;1;32;2;2;1;1;45;;2 532,07;;3;RU;32
08095634;1;2;32;9;1;1;1;36;;1 096,29;;1;MN;44
08095677;1;1;27;1;3;8;1;36;;0,00;;-1;OQ;11
08095677;2;1;27;1;3;8;2;24;;0,00;;-1;MN;28
08095698;1;1;52;4;3;8;1;60;;0,00;;-1;OQ;75
08097091;1;1;40;7;1;1;1;34;;8 057,52;;3;HZ;27
08097895;1;2;43;1;1;1;1;46;;3 414,23;1 560,12;27;MN;84
08098574;1;2;25;4;1;1;1;51;;966,11;512,71;9;OQ;84
08099064;1;1;54;4;1;3;1;40;;2 738,92;529,59;5;MN;76
08099755;1;2;31;3;2;1;1;31;;3 394,05;;15;JZ;75
08099845;1;1;28;7;3;8;1;50;;0,00;;-1;FZ;93
08100220;1;2;60;4;1;1;1;41;;4 773,18;;3;BE;75
08101614;1;2;48;1;1;1;1;42;9;1 410,84;;7;MN;24
08102309;1;1;58;5;1;1;1;37;;1 838,51;;9;OQ;76
08102387;1;2;33;6;1;1;1;35;;3 472,01;;4;GZ;93
08103240;1;1;42;4;2;1;1;39;;2 459,38;895,54;0;OQ;93
08103576;1;2;33;7;3;8;1;44;;0,00;;-1;GZ;53
08104399;1;1;21;1;2;1;1;42;;1 797,64;999 999,00;4;OQ;11
08104484;1;2;45;9;1;1;1;99;;2 940,84;;9;HZ;11
08104543;1;2;60;7;1;1;1;48;;2 708,43;;5;MN;84
08104819;1;2;30;5;2;1;1;37;;4 722,64;;11;BE;11
08107620;1;2;35;3;2;1;1;34;;1 737,16;573,95;13;MN;93
08108593;1;2;27;3;1;1;2;11;1;1 175,43;;2;OQ;84
08108869;1;1;68;7;1;2;1;46;;7 112,12;;6;OQ;11
08110187;1;1;28;5;2;2;1;53;;2 790,58;;1;AZ;75
08110398;1;1;22;9;1;1;1;33;;1 841,16;;6;BE;11
08111288;1;1;38;5;1;1;1;35;;2 236,92;1 359,78;2;GZ;11
08111662;1;1;37;4;1;2;1;40;;2 103,65;;11;GZ;32
08111970;1;2;31;3;1;1;1;39;;3 672,29;;15;BE;52
08112430;1;1;30;3;3;8;1;53;1;0,00;;-1;MN;93
08112890;1;1;53;6;1;1;1;37;;3 602,64;;1;GZ;84
08115287;1;1;30;3;1;1;1;41;;1 819,61;;4;FZ;84
08115352;1;1;39;4;1;1;1;45;;4 753,83;708,14;11;OQ;24
08115962;1;2;47;4;1;1;1;35;;1 798,90;;3;OQ;24
08117047;1;2;48;3;2;1;1;34;;3 196,72;951,97;7;AZ;93
08117047;2;2;48;3;2;1;1;34;;1 464,51;2 634,03;7;RU;52
08117601;1;2;60;5;1;1;1;37;;3 734,21;;2;RU;11
08118825;1;1;31;9;1;1;2;25;;1 046,56;999 999,00;7;OQ;27
08120220;1;2;28;5;1;1;1;36;;4 667,50;475,12;12;GZ;76
08121367;1;2;25;5;1;1;1;36;;1 803,94;1 493,78;1;OQ;76
08121367;2;2;25;5;1;1;1;36;1;3 174,13;1 268,89;5;OQ;84
08122532;1;2;29;9;3;8;2;22;;0,00;;-1;OQ;76
08122532;2;2;29;9;3;8;2;29;;0,00;;-1;BE;93
08122863;1;2;48;3;1;1;2;15;;1 626,24;;7;HZ;75
08123393;1;2;36;4;3;8;1;56;;0,00;;-1;GZ;32
08124777;1;2;38;5;1;1;1;42;;2 455,64;4 705,03;5;GZ;76
08126317;1;2;44;3;1;1;1;33;1;2 042,33;;21;GZ;53
08130390;1;2;49;7;1;1;1;33;;3 945,76;;3;OQ;52
08130985;1;1;61;3;1;1;9;35;;2 848,27;1 178,20;2;OQ;84
08131283;1;1;52;3;1;1;1;99;;2 819,16;;2;JZ;28
08132890;1;2;34;6;3;8;1;44;;0,00;;-1;OQ;44
08132991;1;2;34;5;1;1;1;47;;1 950,64;;12;FZ;93
08135803;1;1;51;3;1;2;1;35;1;2 480,62;;14;RU;11
08136375;1;2;64;4;1;1;1;37;;1 965,82;;2;GZ;52
08136684;1;1;27;5;1;1;1;43;;2 859,46;;3;OQ;53
08138113;1;1;43;6;2;1;1;43;;3 677,90;;8;JZ;76
08140239;1;2;63;3;1;1;1;41;;2 907,01;;6;FZ;93
08142786;1;2;35;6;1;2;1;38;;2 248,56;3 874,22;7;GZ;44
08145723;1;2;21;5;1;3;1;47;;1 839,43;;1;BE;11
08147079;1;2;38;6;1;1;1;38;;999 999,00;2 119,56;1;AZ;44
08147079;2;2;38;6;1;1;2;30;;999 999,00;;0;GZ;11
08147409;1;2;54;3;1;1;1;52;;2 867,35;;15;FZ;32
08148343;1;2;21;1;2;2;1;99;;937,84;676,28;4;MN;76
08151212;1;1;21;5;2;1;1;31;;2 605,95;;5;OQ;53
08153689;1;2;59;3;2;1;1;38;;1 905,15;325,65;1;RU;28
08155062;1;2;26;1;1;1;1;45;;2 227,83;;10;OQ;84
08155073;1;1;54;6;2;1;1;42;4;3 905,01;1 217,76;4;MN;52
08155731;1;2;37;2;1;1;1;31;;740,47;3 116,77;3;GZ;28
08155986;1;1;24;3;1;2;1;40;;2 612,74;;7;HZ;28
08156032;1;2;23;2;1;2;1;47;;717,33;208,14;1;OQ;52
08156174;1;1;33;4;2;3;1;99;;999 999,00;;4;OQ;11
08159073;1;1;49;2;1;1;1;31;;2 943,79;647,46;15;JZ;11
08159638;1;2;17;4;3;8;1;51;;0,00;;-1;JZ;11
08159917;1;2;61;3;1;1;1;36;;1 395,94;1 877,49;18;MN;27
08159917;2;2;61;3;1;3;9;25;;2 201,54;;6;OQ;27
08160264;1;2;45;3;1;1;1;33;;2 229,34;;6;AZ;11
08161297;1;1;34;4;2;1;1;39;;2 497,84;;2;MN;11
08162223;1;2;36;7;3;8;1;45;;0,00;;-1;OQ;32
08163131;1;1;25;9;1;1;1;37;;3 255,58;1 228,03;9;JZ;93
08163202;1;2;53;3;1;1;1;47;;3 612,56;;7;GZ;93
08163949;1;2;49;4;2;1;2;17;;1 436,99;674,09;2;OQ;52
08164989;1;1;32;3;3;8;1;60;;0,00;;-1;JZ;32
08168278;1;2;44;5;3;8;2;20;;0,00;;-1;GZ;11
08168934;1;2;56;5;1;1;1;40;;2 869,38;;3;GZ;53
08169635;1;1;40;7;1;1;1;40;;2 313,39;;5;GZ;24
08170530;1;1;27;1;1;1;9;42;;1 547,74;4 873,78;1;OQ;28
08171666;1;1;31;3;1;1;1;32;;2 516,64;;15;OQ;44
08171707;1;1;42;7;1;1;1;60;;4 264,52;120,55;4;GZ;11
08171758;1;2;57;4;2;1;1;35;;3 151,98;;14;OQ;11
08173964;1;2;24;7;1;2;1;36;;2 908,83;;0;OQ;27
08173970;1;2;65;4;1;1;1;40;99;3 299,33;494,27;3;GZ;24
